#DS_DDI,drug_name,GPI,KDC,route,dosage_form,ddi_strength,strength_units,lastchange
178630,"Invokana",27700020000330,3283101,OR,TABS,"300","MG",20140101
178631,"EQ Miconazole 7 Day Treatment",55104050103710,1994001,VA,CREA,"2","%",20140101
178632,"EQ Urinary Pain Relief",56300010100303,100701,OR,TABS,"95","MG",20140101
178633,"EQ Pain & Fever Childrens",64200010001840,3771701,OR,SUSP,"160","MG/5ML",20170405
178636,"Phenylephrine-Cocoa Butter",89994002335219,3093801,RE,SUPP,"0.25-85.39","%",20140101
178637,"Refresh Optive",86209902122010,2202701,OP,SOLN,"0.5-0.9","%",20140101
178638,"Refresh Optive Sensitive",86209902122012,2202701,OP,SOLN,"0.5-0.9","%",20161005
178639,"EQ Hemorrhoidal",89994002335219,3093801,RE,SUPP,"0.25-85.39","%",20170405
178647,"Prenatal/Omega-3/FA/Iron",78512021000130,3280601,OR,CAPS,"28-0.8-530","MG",20140101
178650,"Cranberry-Cholecalciferol",95990209830150,3284701,OR,CAPS,"4200-500","MG-UNIT",20140101
178652,"EQ Nicotine Step 3",62100005008520,281201,TD,PT24,"7","MG/24HR",20140101
178656,"EQ Night Time Cold & Cough",43993002950920,2556201,OR,LIQD,"6.25-2.5","MG/5ML",20140101
178657,"EQ Hemorrhoidal",89994003224220,332701,RE,OINT,"0.25-14-71.9","%",20140101
178659,"EQ Artificial Tears",86209902602020,2446001,OP,SOLN,"1-0.3","%",20140101
178661,"EQ Eye Itch Relief",86802040102010,1423901,OP,SOLN,"0.025","%",20140101
178662,"EQ Eye Allergy Relief",86409902142015,1847501,OP,SOLN,"0.027-0.315","%",20140101
178663,"EQ DayTime/NightTime Cold MS",43995904166320,2657201,OR,MISC,"5-2-10-325","MG",20140101
178664,"EQ Acetaminophen Childrens",64200010001840,2274701,OR,SUSP,"160","MG/5ML",20140101
178665,"EQ Suphedrine PE",42101040100310,2090501,OR,TABS,"10","MG",20140101
178667,"EQ Allergy Relief Childrens",41200030100920,2342601,OR,LIQD,"12.5","MG/5ML",20140101
178670,"Nutramigen Toddler/Enflora LGG",81100000002900,3285501,OR,POWD,,,20140101
178671,"EQ DayTime Cold/Flu MS Relief",43996903400120,2246301,OR,CAPS,"10-5-325","MG",20140101
178673,"EQ DayTime/NiteTime Cold & Flu",43995904186320,2352301,OR,MISC,,,20140101
178674,"EQ Cough Childrens",43997002520905,2265301,OR,LIQD,"5-100","MG/5ML",20140101
178676,"EQ Cold Multi-Symptom Severe",43998304100320,2396201,OR,TABS,"5-10-200-325","MG",20140101
178677,"EQ NiteTime Cold/Flu MS Relief",43998903350918,2255201,OR,LIQD,"15-6.25-325","MG/15ML",20140101
178680,"EQ NiteTime Cold/Flu MS Relief",43998903350120,2139601,OR,CAPS,"15-6.25-325","MG",20140101
178681,"EQ DayTime Cold/Flu MS Relief",43996903400910,2290801,OR,LIQD,"10-5-325","MG/15ML",20140101
178686,"RA Fiber Therapy",46300030100132,115501,OR,CAPS,"0.52","GM",20140101
178687,"RA Menstrual Complete",64990003050320,676001,OR,TABS,"500-60-15","MG",20140101
178688,"RA First Aid Sheer Bandage",97301000000000,0,XX,MISC,,,20140101
178690,"RA Instant Cold Pack",97375010006300,0,XX,MISC,,,20140101
178691,"CVS Needle Collection/Disposal",97700000000000,0,XX,MISC,,,20140101
178693,"RA First Aid Adv Antibacterial",97301000000000,0,XX,MISC,,,20140101
178694,"RA Bandages Flexible Fabric",97301000000000,0,XX,MISC,,,20140101
178695,"RA Epsom Salt",46100030102750,75803,OR,GRAN,,,20140101
178698,"RA Instant Warm Pack",97372000006300,0,XX,MISC,,,20140101
178700,"RA One Daily Mens/Vit D-3",78310000000300,3285601,OR,TABS,,,20140101
178703,"RA Melatonin",95391536000710,767601,SL,SUBL,"1","MG",20140101
178706,"RA Probiotic Complex",47300025000100,3951801,OR,CAPS,,,20180704
178708,"Camino Pro Bettermilk/Glytactn",81200000003000,3342701,OR,PACK,,,20170104
178711,"Camino Pro Restore Lite",81200000000900,3311201,OR,LIQD,,,20170104
178712,"Vituz",43995202332020,3220101,OR,SOLN,"5-4","MG/5ML",20150401
178715,"Super Cranberry/Vitamin D3",95990209830150,3284701,OR,CAPS,"4200-500","MG-UNIT",20140101
178716,"Kangaroo Pump Set Screw Cap",97251040000000,0,XX,MISC,,,20140101
178717,"Kangaroo Pump Set/Ice Pouch",97251040000000,0,XX,MISC,,,20140101
178726,"Bromfenac Sodium",86805005102007,3286101,OP,SOLN,"0.07","%",20140101
178727,"CVS Diaper Rash",90971020004240,145001,EX,OINT,"40","%",20140101
178728,"Cystaran",86805525102020,297901,OP,SOLN,"0.44","%",20140101
178729,"Prolensa",86805005102007,3286101,OP,SOLN,"0.07","%",20140101
178730,"Inulin",46300065000120,67801,OR,CAPS,"833.25","MG",20140101
178731,"Glucomannan",95213662000170,868401,OR,CAPS,"1000","MG",20140101
178732,"Astaxanthin",95035750000125,2822701,OR,CAPS,"5","MG",20140101
178733,"Raspberry Ketones",95540357480120,1180405,OR,CAPS,"100","MG",20140101
178734,"African Mango-Green Tea",95990202070130,3286301,OR,CAPS,"1200-200","MG",20140101
178735,"Ethoxy Diglycol Reagent",96464253000900,1368401,XX,LIQD,,,20140101
178738,"Kendall Hydrophilic Foam Dress",97303000004360,0,XX,PADS,"6\"X6\"",,20140101
178739,"Kendall Hydrophilic Foam Dress",97303000004352,0,XX,PADS,"5\"X5\"",,20140101
178741,"Monoject Flush Syr/Hep Lock",83100020302030,747201,IV,SOLN,"100","UNIT/ML",20140101
178742,"Monoject Flush Syr/Hep Lock",83100020302020,747201,IV,SOLN,"10","UNIT/ML",20140101
178743,"Daily-Vite/Iron/Beta-Carotene",78210000000300,2836601,OR,TABS,,,20140101
178744,"Lidocaine-Menthol",90859902884040,3287001,EX,GEL ,"4-1","%",20140101
178745,"Lidocaine-Menthol",90859902885930,1000201,EX,PTCH,"4-1","%",20150107
178746,"LenzaPatch",90859902885930,3287001,EX,PTCH,"4-1","%",20160106
178747,"Glass Bottle 60ml",97700000000000,0,XX,MISC,,,20140101
178748,"LenzaGel",90859902884040,3287001,EX,GEL ,"4-1","%",20140101
178749,"Plastic Enema Bottle",97700000000000,0,XX,MISC,,,20140101
178750,"Ointment Tube/Metal 4oz",97700000000000,0,XX,MISC,,,20140101
178751,"Ointment Tube/Metal 1oz",97700000000000,0,XX,MISC,,,20140101
178752,"Ointment Tube/Metal 2oz",97700000000000,0,XX,MISC,,,20140101
178753,"Ointment Tube/Ophth Tip 1/8oz",97700000000000,0,XX,MISC,,,20140101
178756,"Prevail Full Cover Underwear",97152020006300,0,XX,MISC,,,20140101
178757,"Hemorrhoidal",89994002455210,2066001,RE,SUPP,"0.25","%",20140101
178759,"Methocel K100 Premium",96568812392900,66001,XX,POWD,,,20150701
178760,"Aquacel Foam 3.2\"x3.2\"",90944000004300,0,EX,PADS,,,20140101
178761,"BD PrecisionGlide Needle",97051020276330,0,XX,MISC,"27G X 1-1/2\"",,20140101
178763,"Acidophilus/L-Sporogenes",47300020000300,71501,OR,TABS,,,20140101
178764,"Desvenlafaxine ER",58180020007520,2484501,OR,TB24,"50","MG",20140702
178765,"Desvenlafaxine ER",58180020007540,2484501,OR,TB24,"100","MG",20140702
178766,"EQ Acid Reducer Max St",49200030000320,373901,OR,TABS,"20","MG",20140101
178769,"AMBI 12.5CPD/1DCPM/30PSE",43995803630920,3287301,OR,LIQD,"30-1-12.5","MG/5ML",20140101
178773,"Heart Rate Monitor Strapless",97700000000000,0,XX,MISC,,,20140101
178775,"Presera",90990000003900,3287701,EX,FOAM,,,20151007
178780,"Menthol",90070060005945,78301,EX,PTCH,"7.5","%",20140101
178781,"Cefixime",02300060001930,2353901,OR,SUSR,"500","MG/5ML",20140101
178782,"RA Vitamin B-12",82100010000960,2676901,OR,LIQD,"1000","MCG/ML",20140101
178784,"RA Ear Care",78500000000300,3288201,OR,TABS,,,20140101
178787,"RA Sleep-Aid Nighttime",60300020100105,2247201,OR,CAPS,"25","MG",20140101
178788,"CVS Cold & Cough Nighttime",43993002950920,2556201,OR,LIQD,"6.25-2.5","MG/5ML",20140101
178790,"Suprax",02300060001930,2353901,OR,SUSR,"500","MG/5ML",20140101
178791,"CVS Eczema Relief",90650007003710,2987501,EX,CREA,"1","%",20140101
178792,"CVS Eczema Anti-Itch",90550075003720,3288701,EX,CREA,"1","%",20140101
178793,"Flogen",77309902300340,3288601,OR,TABS,"250-650","MG",20140101
178794,"Tena Serenity Active Pads",97152020006300,0,XX,MISC,,,20140101
178795,"Tena Serenity Anywhere Pads",97152020006300,0,XX,MISC,,,20140101
178796,"Sulfacetamide Sod-Sulfur Wash",90059903226415,3288801,EX,KIT ,"9-4.5","%",20140101
178797,"Glucomannan Konjac Root",95213662000170,868401,OR,CAPS,"1000","MG",20140101
178799,"Inulin Fiber Prebiotic",46300065000120,67801,OR,CAPS,"833.25","MG",20140101
178800,"Black Cherry Concentrate",99850000000900,144302,OR,LIQD,,,20140101
178801,"Whole Food Multivitamin",78310000000300,3288901,OR,TABS,,,20140101
178802,"Q-Sorb Co Q-10",95094515000150,2225001,OR,CAPS,"100","MG",20140101
178803,"Mega Biotin",77106010000180,3184001,OR,CAPS,"10","MG",20160106
178804,"Ca Phosphate-Cholecalciferol",79109902690520,460101,OR,CHEW,"200-200","MG-UNIT",20140101
178805,"Heartburn Relief 24 Hour",49270040006510,340901,OR,CPDR,"15","MG",20140101
178806,"MSUD Express20",81200000003000,3289101,OR,PACK,,,20140101
178807,"Osphena",30053050000330,3221101,OR,TABS,"60","MG",20140101
178808,"PKU Express20",81200000003000,3289201,OR,PACK,,,20140101
178809,"TYR Express20",81200000003000,3289401,OR,PACK,,,20140101
178810,"HCU Express20",81200000003000,3289301,OR,PACK,,,20140101
178811,"SM Foam Ear Plugs",97700000000000,0,XX,MISC,,,20140101
178812,"Methylfol-Algae-B12-Acetylcyst",81259904400320,3439401,OR,TABS,"6-90.314-2-600","MG",20140702
178813,"Citrulline",80303087003005,631101,OR,PACK,"200","MG",20140101
178814,"Namenda XR Titration Pack",62053550107080,966402,OR,CP24,"7 & 14 & 21 &28","MG",20170104
178815,"Namenda XR",62053550107020,966402,OR,CP24,"7","MG",20170104
178816,"Namenda XR",62053550107030,966402,OR,CP24,"14","MG",20170104
178817,"Namenda XR",62053550107040,966402,OR,CP24,"21","MG",20170104
178818,"Namenda XR",62053550107050,966402,OR,CP24,"28","MG",20170104
178819,"Cerefolin NAC",81259904400320,3289501,OR,TABS,"6-90.314-2-600","MG",20140101
178820,"Citrulline200",80303087003005,631101,OR,PACK,"200","MG",20140101
178821,"Daysee",25993002300330,3289601,OR,TABS,"0.15-0.03 &0.01","MG",20140101
178822,"Natalvirt FLT",82995006350330,3289701,OR,TABS,"90-1","MG",20140101
178823,"Virt-PN Plus",78512062000130,3437801,OR,CAPS,"28-0.6-0.4-340","MG",20140702
178824,"Dexmedetomidine HCl in NaCl",60206030202020,1614101,IV,SOLN,"200","MCG/50ML",20140101
178825,"Dexmedetomidine HCl in NaCl",60206030202040,1614101,IV,SOLN,"400","MCG/100ML",20140101
178826,"VP-HEME One",78516050000130,3289901,OR,CAPS,"22-6-1-200","MG",20140101
178827,"Icy Hot Advanced Relief",90070060005945,78301,EX,PTCH,"7.5","%",20140101
178828,"Precedex",60206030202040,1614101,IV,SOLN,"400","MCG/100ML",20140101
178830,"Precedex",60206030202020,1614101,IV,SOLN,"200","MCG/50ML",20140101
178832,"ReliOn Large Cuff",97750010006300,0,XX,MISC,,,20140101
178833,"Desoximetasone",90550040000910,3290101,EX,LIQD,"0.25","%",20140101
178834,"Coenzyme Q10",95094515007230,633101,OR,TBDP,"50","MG",20140101
178836,"GlucoNavii Blood Glucose Test",94100030006100,0,VI,STRP,,,20140101
178837,"GlucoNavii Blood Glucose Sys",97202010006410,0,XX,KIT ,"w/Device",,20140101
178839,"CoQ-10 Fast Dissolve",95094515007230,633101,OR,TBDP,"50","MG",20140101
178841,"CVS Mucus Extended Release",43200010007420,60701,OR,TB12,"600","MG",20140101
178843,"Acyclovir",12405010000365,3290401,BU,TABS,"50","MG",20140702
178844,"Ibuprofen",90210045003760,3290601,EX,CREA,"10","%",20140101
178859,"CVS Dye-Free Allergy",41200030100305,45201,OR,TABS,"25","MG",20140101
178860,"CVS Pulse Oximeter",97700000000000,0,XX,MISC,,,20140101
178863,"EnovaRX-Ibuprofen",90210045003760,3290601,EX,CREA,"10","%",20140101
178864,"EnovaRX-Cyclobenzaprine HCl",75100050103720,309001,TD,CREA,"20","MG/GM",20140101
178865,"AP-Hist DM",43995803080934,1811001,OR,LIQD,"7.5-4-15","MG/5ML",20180704
178866,"Calcet Petites",79109902610315,3280301,OR,TABS,"200-250","MG-UNIT",20140101
178867,"Sirolimus",96785852702900,616001,XX,POWD,,,20160106
178869,"EQ Acetaminophen Childrens",64200010007210,501,OR,TBDP,"80","MG",20140101
178871,"EQ Effervescent Cold Relief",43994003080830,2719501,OR,TBEF,"2-7.8-325","MG",20140101
178875,"Kangaroo Gravity Feeding Bag",97251020000000,0,XX,MISC,,,20140101
178876,"Kangaroo Pump Set 1600ml",97251040000000,0,XX,MISC,,,20140101
178877,"Caltrate 600+D Plus Minerals",79109903450355,2348901,OR,TABS,"600-800","MG-UNIT",20140101
178881,"Kangaroo Pump Set 1000ml",97251040000000,0,XX,MISC,,,20140101
178882,"Telfa Adhesive Dressing",97303000004320,0,XX,PADS,"3\"X4\"",,20140101
178883,"Telfa Non-Adherent Dessing",97303000004312,0,XX,PADS,"2\"X3\"",,20140101
178884,"Telfa Non-Adherent Dessing",97303000004320,0,XX,PADS,"3\"X4\"",,20140101
178885,"Telfa Adhesive Dressing",97303000004312,0,XX,PADS,"2\"X3\"",,20140101
178886,"Dermacea Non-Adherent Dressing",97303000004312,0,XX,PADS,"2\"X3\"",,20140101
178887,"Turkel Pneumothorax Tray 8FR",69100040106405,72701,IJ,KIT ,"1","%",20140101
178889,"Diclegis",50309902100620,2529801,OR,TBEC,"10-10","MG",20161005
178890,"Turkel Paracentesis Tray 8FR",69100040106405,72701,IJ,KIT ,"1","%",20140101
178891,"Monoject Marrow Biopsy Tray",69100040106405,72701,IJ,KIT ,"1","%",20140101
178892,"Monoject Syringe Regular Tip",97051010006303,0,XX,MISC,"3 ML",,20140101
178893,"Sharps-A-Gator Alum Bracket",97058050006300,0,XX,MISC,,,20140101
178894,"Sharps-A-Gator Sharps Contain",97058050006300,0,XX,MISC,,,20140101
178895,"Sharps-A-Gator Locking Bracket",97058050006300,0,XX,MISC,,,20140101
178896,"Sharps-A-Gator Glove Box Holdr",97050000006300,0,XX,MISC,,,20140101
178897,"SharpSafety Door/Wall Enclosur",97050000006300,0,XX,MISC,,,20140101
178898,"Westhroid-P",28100050000308,135001,OR,TABS,"16.25","MG",20140101
178899,"Westhroid-P",28100050000313,135001,OR,TABS,"32.5","MG",20140101
178900,"Westhroid-P",28100050000314,135001,OR,TABS,"48.75","MG",20140101
178901,"Westhroid-P",28100050000318,135001,OR,TABS,"65","MG",20140101
178902,"Westhroid-P",28100050000322,135001,OR,TABS,"97.5","MG",20140101
178903,"Westhroid-P",28100050000328,135001,OR,TABS,"130","MG",20140101
178905,"Wings Contoured Pad 14\"x27\"",97152020006300,0,XX,MISC,,,20140101
178906,"Wings Contoured Pad 14\"x26\"",97152020006300,0,XX,MISC,,,20140101
178907,"Wings Contoured Pad 13\"x24\"",97152020006300,0,XX,MISC,,,20140101
178911,"Creon",51200024006780,2765701,OR,CPEP,"36000","UNIT",20140101
178912,"Ocuvite Eye + Multi",78310000000300,3292101,OR,TABS,,,20140101
178913,"ThermaCare Cold Joint Therapy",97375010006300,0,XX,MISC,,,20140101
178914,"Calcium/Vitamin D3 Gummies",79109902690520,460101,OR,CHEW,"200-200","MG-UNIT",20140101
178917,"Chia Seed",95092427302900,3292301,OR,POWD,,,20140101
178918,"Levocarnitine-Ca Pantothenate",80309902450920,3292401,OR,LIQD,"1500-10","MG/15ML",20140101
178919,"Omega-3",80500030000130,3292501,OR,CAPS,"300","MG",20140101
178920,"Vitamin C-Electrolytes",78310000003000,3292601,OR,PACK,,,20140101
178921,"L-Carnitine Triple Strength",80309902450920,3292401,OR,LIQD,"1500-10","MG/15ML",20140101
178922,"Eucerin Smoothing Repair",90650000004100,3292701,EX,LOTN,,,20140101
178923,"Simplicity Pant Liner 8\"x24\"",97152020006300,0,XX,MISC,,,20140101
178925,"Dermacea Gauze Roll 2\"x4-1/8yd",97303000006300,0,XX,MISC,,,20140101
178926,"Dermacea Gauze Roll 3\"x4-1/8yd",97303000006300,0,XX,MISC,,,20140101
178927,"Dermacea Gauze Roll 6\"x4-1/8yd",97303000006300,0,XX,MISC,,,20140101
178928,"Dermacea Gauze Roll 4\"x4-1/8yd",97303000006300,0,XX,MISC,,,20140101
178931,"Simplicity Snap Pants 52\"-58\"",97152020006300,0,XX,MISC,,,20140101
178932,"Simplicity Snap Pants 46\"-52\"",97152020006300,0,XX,MISC,,,20140101
178933,"Simplicity Snap Pants 38\"-44\"",97152020006300,0,XX,MISC,,,20140101
178934,"Simplicity Snap Pants 30\"-36\"",97152020006300,0,XX,MISC,,,20140101
178935,"Simplicity Snap Pants 22\"-28\"",97152020006300,0,XX,MISC,,,20140101
178936,"Simplicity Insert Pad 6.5\"x17\"",97152020006300,0,XX,MISC,,,20140101
178937,"Wings Maternity Pants 2X-3X",97152000006300,0,XX,MISC,,,20140101
178938,"Wings Maternity Pants Lg-1X",97152000006300,0,XX,MISC,,,20140101
178939,"Wings Maternity Pants 4X",97152000006300,0,XX,MISC,,,20140101
178940,"Gerber Graduates Gentle/Iron",81100000002900,3164201,OR,POWD,,,20140101
178941,"Gerber Graduates Protect/Iron",81100000002900,3163101,OR,POWD,,,20140101
178942,"Folbic RF",81259903550310,3215301,OR,TABS,"1.13-25-2","MG",20140101
178943,"Foltanx RF",81259904500130,3215201,OR,CAPS,"3-90.314-2-35","MG",20140101
178944,"L-Methylfolate Forte",81259902400120,3215101,OR,CAPS,"7.5-90.314","MG",20140101
178945,"L-Methylfolate Forte",81259902400130,3222001,OR,CAPS,"15-90.314","MG",20140101
178946,"Gerber Graduates Soy/Iron",81100000002900,3163701,OR,POWD,,,20140101
178954,"Sirturo",09000015100320,3775101,OR,TABS,"100","MG",20170104
178955,"CVS Ibuprofen Infants",66100020001810,2636101,OR,SUSP,"50","MG/1.25ML",20140101
178956,"Polyhexamethylene Biguanide",96727069502020,1075701,XX,SOLN,"20","%",20140101
178957,"Polyaminopropyl Biguanide",96727069502020,1075701,XX,SOLN,"20","%",20140101
178959,"Hot & Cold Wrap/Gel Pack",97379010004300,0,XX,PADS,,,20140101
178960,"Ferrous Sulfate",82300010000925,3294201,OR,LIQD,"220 (44 Fe)","MG/5ML",20140101
178961,"Brinzolamide-Brimonidine",86609902201820,3293201,OP,SUSP,"1-0.2","%",20140101
178962,"Norethin Ace-Eth Estrad-FE",25990003610112,3293101,OR,CAPS,"1-20","MG-MCG(24)",20161005
178964,"Lanoxin Pediatric",31200010002005,2480601,IJ,SOLN,"0.1","MG/ML",20140101
178965,"Feminine Moisturizer/Lubricant",90977000004000,729101,EX,GEL ,,,20140101
178966,"Dover Vinyl Catheter 14FR",97150500006400,0,XX,KIT ,,,20140101
178967,"Dover Vinyl Urethral Cath 8FR",97150500006300,0,XX,MISC,,,20140101
178968,"Dover Vinyl Urethral Cath 16FR",97150500006300,0,XX,MISC,,,20140101
178969,"Dover PVC Urethral Cath 10FR",97150500006300,0,XX,MISC,,,20140101
178970,"VertigoX",99850000001700,3293301,EX,OIL ,,,20140101
178971,"Probiotic Mature Adult",47300025000100,2852601,OR,CAPS,,,20140101
178972,"Probiotic Daily",47300025000100,2889501,OR,CAPS,,,20140101
178976,"Cooling Burn Relief",90859902633220,1443401,EX,AERO,"20-0.13","%",20140101
178977,"Advanced Eye Health",95990345900120,3281701,OR,CAPS,"250-2.5-0.5","MG",20140101
178978,"30 Second Digital Thermometer",97701010406300,0,XX,MISC,,,20140101
178980,"Aloe Vera",95033645000900,3293401,OR,LIQD,,,20140101
178981,"Cool N Heat Maximum Strength",90070060000940,2936401,EX,LIQD,"16","%",20140101
178982,"Surgical Dressing",97303000004373,0,XX,PADS,"8\"X10\"",,20140101
178983,"Simbrinza",86609902201820,3293201,OP,SUSP,"1-0.2","%",20140101
178984,"Kendall Paper 1\"x10yd",97304000004600,0,XX,TAPE,,,20140101
178985,"Kendall Cloth Tape 8\"x10yd",97304000004600,0,XX,TAPE,,,20140101
178986,"Dover Urethral Universal Tray",97150500006400,0,XX,KIT ,,,20140101
178987,"Kendall Paper 3\"x10yd",97304000004600,0,XX,TAPE,,,20140101
178988,"Kendall Paper 2\"x1-1/2yd",97304000004600,0,XX,TAPE,,,20140101
178989,"Kendall Paper 1\"x-1-1/2yd",97304000004600,0,XX,TAPE,,,20140101
178990,"Exfoliating Stone File",97800000006300,0,XX,MISC,,,20140101
178991,"Dover PVC Urethral Cath 12FR",97150500006300,0,XX,MISC,,,20140101
178992,"Dover PVC Urethral Cath 14FR",97150500006300,0,XX,MISC,,,20140101
178993,"Dover Urethral PVC Cath 18FR",97150500006300,0,XX,MISC,,,20140101
178994,"Dover PVC Urethral Cath 16FR",97150500006300,0,XX,MISC,,,20140101
178995,"Toenail Nipper",97800000006300,0,XX,MISC,,,20140101
178996,"SM Antacid Advanced Max St",48991003101835,2302401,OR,SUSP,"400-400-40","MG/5ML",20140101
178999,"Dover Midstream Specimen Catch",97700000000000,0,XX,MISC,,,20140101
179000,"Stool Softener Laxative DC",46500010100105,2870901,OR,CAPS,"240","MG",20140101
179001,"Dial-A-Dose Syringe 15ml",97700000000000,0,XX,MISC,,,20140101
179002,"Aurstat Anti-Itch Hydrogel",90990000004000,0,EX,GEL ,,,20140101
179004,"Dial-A-Dose Syringe 30ml",97700000000000,0,XX,MISC,,,20140101
179005,"Aurstat Anti-Itch Hydrogel",90990000006400,0,EX,KIT ,,,20140101
179007,"Dial-A-Dose Syringe 60ml",97700000000000,0,XX,MISC,,,20140101
179008,"Droptainers Ophthalmic 15ml",97700000000000,0,XX,MISC,,,20140101
179010,"Droptainers Ophthalmic 3ml",97700000000000,0,XX,MISC,,,20140101
179011,"Droptainers Ophthalmic 7ml",97700000000000,0,XX,MISC,,,20140101
179012,"Ointment Tube/Plastic 1oz",97700000000000,0,XX,MISC,,,20140101
179013,"New Terocin",90809903304122,3221701,EX,LOTN,"0.025-10-25","%",20140101
179014,"Ointment Tube/Plastic 2oz",97700000000000,0,XX,MISC,,,20140101
179015,"Ointment Tube/Plastic 4oz",97700000000000,0,XX,MISC,,,20140101
179016,"Filter Attachment",97700000000000,0,XX,MISC,,,20140101
179017,"Filter Fluorodyne/0.22 Micron",97700000000000,0,XX,MISC,,,20140101
179018,"Filter 0.2 Micron/32mm",97700000000000,0,XX,MISC,,,20140101
179020,"Cal Mag Zinc +D3",79850050000300,3104901,OR,TABS,,,20140101
179021,"Aloe Vera Juice",95033645000900,3293401,OR,LIQD,,,20140101
179023,"Menthol",90070060003230,78301,EX,AERO,"10","%",20140101
179024,"Moleskin Foam",97301000004300,0,XX,PADS,,,20140101
179025,"Pill Crusher",97700000000000,0,XX,MISC,,,20140101
179026,"Daily Ovulation Predictor",94100044006100,0,VI,STRP,,,20140101
179027,"Ovulation Predictor One Step",94100044006000,0,VI,TEST,,,20140101
179028,"Early Pregnancy",94100050006000,0,VI,TEST,,,20140101
179029,"Hot & Cold Clay Back Therapy",97379010004300,0,XX,PADS,,,20140101
179030,"Hot & Cold Clay Multi Therapy",97379010004300,0,XX,PADS,,,20140101
179031,"Biofreeze",90070060003230,78301,EX,AERO,"10","%",20140101
179033,"Odor Spray",97151000000900,0,XX,LIQD,,,20140101
179034,"EQ Enema",46109902105100,2689001,RE,ENEM,"19-7","GM/118ML",20140101
179035,"Maltodextrin-Xanthan Gum",98365050702900,3294801,OR,POWD,,,20140101
179036,"Pseudoephedrine-DM-GG",43997303320989,462501,OR,LIQD,"30-15-175","MG/5ML",20140101
179040,"Resource ThickenUp Clear",98365050702900,3294801,OR,POWD,,,20140101
179042,"Afinitor Disperz",21532530007310,2164301,OR,TBSO,"2","MG",20140101
179044,"Afinitor Disperz",21532530007320,2164301,OR,TBSO,"3","MG",20140101
179045,"Afinitor Disperz",21532530007340,2164301,OR,TBSO,"5","MG",20140101
179048,"QC Miconazole 7",55104050103710,1994001,VA,CREA,"2","%",20140101
179049,"Dover Silicone Foley Cath 30FR",97150500006300,0,XX,MISC,,,20140101
179050,"Dover Silicone Foley Cath 28FR",97150500006300,0,XX,MISC,,,20150401
179051,"Dover Hydrogel Foley Tray 16FR",97150500006400,0,XX,KIT ,,,20140101
179052,"Dover Commode Specimen Collect",97700000000000,0,XX,MISC,,,20140101
179054,"Prenat-FePoly-Fered-FA-Omega 3",78512097006312,286901,OR,MISC,"24-1 & 272","MG",20140101
179057,"Duet DHA Balanced",78512097006312,286901,OR,MISC,"24-1 & 272","MG",20140101
179062,"DilTIAZem CD",34000010127020,261901,OR,CP24,"120","MG",20170405
179063,"DilTIAZem CD",34000010127030,2929501,OR,CP24,"180","MG",20170405
179064,"DilTIAZem CD",34000010127040,2089401,OR,CP24,"240","MG",20170405
179065,"DilTIAZem CD",34000010127050,2089401,OR,CP24,"300","MG",20170405
179066,"CVS Gauze",97303000004340,0,XX,PADS,"4\"X4\"",,20140101
179067,"Calcium-Vitamin D3",79109902630360,460101,OR,TABS,"600-125","MG-UNIT",20140101
179071,"Octaplas Blood Group A",85400030002000,1452101,IV,SOLN,,,20140101
179073,"Octaplas Blood Group B",85400030002000,1452101,IV,SOLN,,,20140101
179074,"Octaplas Blood Group AB",85400030002000,1452101,IV,SOLN,,,20140101
179075,"Octaplas Blood Group O",85400030002000,1452101,IV,SOLN,,,20140101
179076,"Prenat-FeCbn-FeAspGl-FA-DHA",78512074000520,3296001,OR,CHEW,"15-5-1-100","MG",20140101
179078,"Garcinia Cambogia-Chromium",95990219040330,1774801,OR,TABS,"500-200","MG-MCG",20140101
179080,"Vecamyl",36600020100310,3296701,OR,TABS,"2.5","MG",20140101
179081,"White Kidney Bean",95692427000120,1561604,OR,CAPS,"500","MG",20140101
179083,"Cholecalciferol-Vitamin C",78106820000140,3296401,OR,CAPS,"1000-500","UNIT-MG",20140101
179085,"CVS Spectravite Adult 50+",78310000000500,3296201,OR,CHEW,,,20140101
179087,"Safflower Oil-Vitamin B6",95990255850130,3297101,OR,CAPS,"1150-12","MG",20140101
179088,"CVS Spectravite Ultra Women",78310000000300,3344101,OR,TABS,,,20140101
179090,"Duet DHA 400",78512097006318,3296901,OR,MISC,"25-1 & 400","MG",20140101
179092,"CVS Spectravite Ultra Men 50+",78310000000300,3297201,OR,TABS,,,20140101
179095,"Vitamin D3-Vitamin C",78106820000140,3296401,OR,CAPS,"1000-500","UNIT-MG",20140101
179096,"Bodi Protect",90972000004200,3297501,EX,OINT,,,20140101
179097,"PSE-Dexchlorphen-Chlophedianol",43995803630940,3288001,OR,LIQD,"60-2-25","MG/5ML",20151007
179098,"PSE-Dexchlorphen-Chlophedianol",43995803630950,3288001,OR,LIQD,"15-0.5-6.25","MG/ML",20151007
179099,"Prenatal Vit-Min-FA-Fish Oil",78513530000520,3297601,OR,CHEW,"0.4-113.5","MG",20140101
179100,"Phenylephrine-DM-GG",43997303100942,532101,OR,LIQD,"2.5-5-100","MG/ML",20141001
179101,"CVS Prenatal Gummy",78513530000520,3297601,OR,CHEW,"0.4-113.5","MG",20140101
179103,"Endurance HD Commode",97700000000000,0,XX,MISC,,,20140101
179105,"Capsule Coni-Snap #1 Red/Blue",98700000000100,59001,XX,CAPS,,,20140101
